"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"369",621141,"Lockett, Walker","369","100.0","0.347","0.263","0.370","0.611","0.415","0.369","0.305","33","95","88.7","11.4","2193","88.3","88.13","28","178","190","-0.2","5.99","113","152","113","147","293","315","295"
"369",664054,"Stashak, Cody","369","100.0","0.287","0.188","0.351","0.475","0.320","0.309","0.251","29","101","89.8","23.5","2171","87.5","86.50","66","213","156","-1.0","5.78","109","152","116","145","298","330","296"
"364",571863,"Koch, Matt","364","100.0","0.333","0.368","0.300","0.701","0.447","0.442","0.338","29","87","91.3","15.3","2069","89.3","89.26","24","173","191","0.0","6.16","114","153","122","151","296","324","300"
"363",448609,"Sipp, Tony","363","100.0","0.241","0.089","0.286","0.329","0.282","0.340","0.251","19","79","88.1","17.2","1858","85.6","84.78","47","179","184","-0.8","5.81","111","150","112","147","300","314","298"
"361",642840,"Harvey, Joe","361","100.0","0.265","0.176","0.306","0.441","0.360","0.348","0.239","18","68","91.3","12.6","2522","93.3","92.48","40","155","206","-0.8","5.77","106","149","114","146","302","329","298"
"357",594577,"Mayers, Mike","357","100.0","0.276","0.237","0.316","0.513","0.370","0.366","0.282","21","76","90.1","22.7","2320","89.7","89.03","43","151","206","-0.7","5.81","113","150","114","148","298","323","297"
"356",669060,"Wilson, Bryse","356","100.0","0.321","0.333","0.350","0.654","0.426","0.368","0.285","26","81","90.6","17.7","2166","91.6","91.55","34","168","188","-0.1","6.19","110","153","116","151","305","327","296"
"356",621114,"Burr, Ryan","356","100.0","0.227","0.187","0.259","0.413","0.297","0.295","0.216","17","75","91.4","9.9","2140","91.0","92.31","37","162","194","1.3","6.88","111","149","113","146","291","318","292"
"354",596035,"McClain, Reggie","354","100.0","0.268","0.159","0.290","0.427","0.344","0.364","0.301","22","82","90.7","-2.4","2184","91.7","90.63","24","155","199","-1.1","5.75","109","155","117","147","295","318","288"
"354",605463,"Scott, Tayler","354","100.0","0.397","0.282","0.431","0.679","0.486","0.396","0.306","31","78","91.3","4.4","2470","92.0","90.57","34","157","197","-1.4","5.43","107","149","118","145","300","324","294"
"351",595465,"Winkler, Dan","351","100.0","0.222","0.259","0.241","0.481","0.337","0.360","0.247","18","81","89.7","17.2","2518","89.4","89.16","57","171","180","-0.2","5.95","107","148","112","149","305","324","293"
"351",657140,"Wright, Kyle","351","100.0","0.304","0.253","0.351","0.557","0.401","0.400","0.300","24","79","89.8","11.9","2398","90.3","89.83","34","146","205","-0.5","5.91","108","149","113","150","302","321","295"
"350",622253,"Tate, Dillon","350","100.0","0.231","0.154","0.268","0.385","0.319","0.310","0.225","18","78","86.0","2.5","2120","89.7","89.44","30","139","211","-0.3","6.05","107","152","117","145","296","326","295"
"349",594311,"Gustave, Jandel","349","100.0","0.209","0.081","0.230","0.291","0.248","0.333","0.288","18","86","91.4","12.4","2376","93.1","92.38","34","181","168","-0.7","5.70","111","150","115","147","300","332","303"
"346",605218,"Edwards Jr., Carl","346","100.0","0.190","0.159","0.214","0.349","0.304","0.363","0.249","12","63","87.5","20.5","2542","90.5","91.16","38","163","183","0.7","6.49","110","149","113","150","296","320","298"
"346",671790,"Bolaños, Ronald","346","100.0","0.230","0.230","0.264","0.459","0.338","0.362","0.286","17","74","90.0","10.9","2308","88.8","88.76","34","142","204","0.0","6.28","114","154","115","149","300","325","307"
"345",661403,"Clase, Emmanuel","345","100.0","0.230","0.161","0.281","0.391","0.289","0.283","0.237","20","87","86.4","3.3","2573","97.4","97.79","42","166","179","0.4","6.33","110","152","115","149","291","324","301"
"344",605482,"Sneed, Cy","344","100.0","0.299","0.230","0.356","0.529","0.360","0.317","0.256","26","87","89.3","10.4","2230","88.8","88.75","40","182","162","0.0","6.21","111","154","123","149","291","318","299"
"344",501925,"Smith, Joe","344","100.0","0.209","0.110","0.254","0.319","0.245","0.254","0.210","19","91","91.2","7.9","2143","84.4","84.20","34","160","184","-0.2","6.26","111","154","118","149","289","316","292"
"342",657566,"DuRapau, Montana","342","100.0","0.342","0.253","0.434","0.595","0.424","0.364","0.297","27","79","91.4","15.5","2641","88.3","88.47","51","159","183","0.2","6.10","108","146","128","146","302","323","298"
"340",572193,"Tepera, Ryan","340","100.0","0.250","0.263","0.238","0.513","0.329","0.352","0.275","20","80","88.4","16.1","2246","90.8","90.42","46","176","164","-0.4","6.09","111","152","117","147","304","324","297"
"338",670456,"Hammer, JD","338","100.0","0.217","0.159","0.241","0.377","0.315","0.377","0.284","15","69","89.5","16.8","2314","89.9","89.06","31","147","191","-0.8","5.75","112","152","119","150","301","323","292"
"333",658792,"Wilkerson, Aaron","333","100.0","0.357","0.229","0.375","0.586","0.417","0.313","0.255","25","70","86.4","18.1","2205","85.0","85.70","29","140","193","0.7","6.68","109","156","120","150","301","324","297"
"333",643478,"Palumbo, Joe","333","100.0","0.300","0.386","0.333","0.686","0.435","0.401","0.281","21","70","91.3","15.5","2331","88.9","88.70","34","147","186","-0.2","6.06","106","153","114","147","295","324","302"
"333",660494,"Armenteros, Rogelio","333","100.0","0.243","0.071","0.314","0.314","0.267","0.271","0.241","17","70","86.9","15.3","1917","85.9","85.98","39","155","178","0.1","6.21","111","151","119","148","291","315","294"
"332",642546,"Hernández, Jonathan","332","100.0","0.219","0.156","0.256","0.375","0.317","0.336","0.241","14","64","86.2","6.1","2241","92.7","92.70","42","130","202","0.0","6.21","107","155","116","149","295","323","301"
"331",621086,"Marvel, James","331","100.0","0.338","0.284","0.344","0.622","0.423","0.361","0.309","25","74","89.1","7.6","1848","86.4","84.25","32","154","177","-2.2","4.88","104","150","118","148","306","325","303"
"330",623149,"Sewald, Paul","330","100.0","0.243","0.203","0.300","0.446","0.300","0.291","0.229","18","74","89.4","28.2","2282","88.3","87.83","33","157","173","-0.5","6.07","115","151","115","147","292","309","291"
"329",642578,"Rodriguez, Jose","329","100.0","0.233","0.219","0.218","0.452","0.334","0.372","0.279","17","73","87.5","14.7","2259","88.1","87.87","36","163","166","-0.2","6.05","112","155","119","148","295","315","287"
"326",657610,"Hildenberger, Trevor","326","100.0","0.395","0.184","0.459","0.579","0.432","0.384","0.317","30","76","89.7","11.0","1906","80.8","79.55","35","153","173","-1.3","5.65","109","152","111","145","290","323","286"
"326",622251,"Staumont, Josh","326","100.0","0.273","0.234","0.293","0.506","0.363","0.376","0.284","21","77","92.2","15.6","2389","91.5","91.92","30","132","194","0.4","6.39","113","152","118","145","302","327","306"
"319",669214,"Menez, Conner","319","100.0","0.220","0.237","0.265","0.458","0.341","0.330","0.197","13","59","86.9","26.4","2225","88.0","88.29","38","138","181","0.3","6.50","110","152","117","147","303","334","302"
"319",657585,"Garrett, Reed","319","100.0","0.381","0.270","0.420","0.651","0.475","0.424","0.296","24","63","94.1","12.4","2328","92.4","91.60","24","138","180","-0.8","5.88","109","150","118","149","298","333","293"
"318",542866,"Adams, Austin","318","100.0","0.273","0.258","0.286","0.530","0.379","0.380","0.251","18","66","92.4","17.2","2259","92.1","91.72","36","137","181","-0.4","6.11","113","150","118","147","296","329","291"
"318",605469,"Shepherd, Chandler","318","100.0","0.303","0.263","0.333","0.566","0.388","0.372","0.291","23","76","93.0","17.2","2096","88.3","88.31","29","153","165","0.0","6.22","110","158","119","149","296","327","294"
"316",642073,"Sherfy, Jimmie","316","100.0","0.303","0.211","0.380","0.513","0.364","0.332","0.269","23","76","86.7","23.4","2346","83.4","82.89","39","138","178","-0.5","5.82","113","152","118","150","303","323","302"
"311",605447,"Romano, Jordan","311","100.0","0.274","0.210","0.351","0.484","0.380","0.390","0.284","17","62","87.8","11.3","2214","91.0","92.91","44","149","162","1.9","7.26","107","152","118","149","307","329","302"
"306",607219,"Romano, Sal","306","100.0","0.328","0.299","0.375","0.627","0.418","0.365","0.257","22","67","91.1","13.3","2278","92.6","80.34","23","124","182","-12.3","5.70","113","150","119","144","291","308","289"
"302",445197,"Dunn, Mike","302","100.0","0.262","0.262","0.260","0.523","0.332","0.300","0.224","17","65","86.2","16.4","2354","87.3","87.33","36","140","162","0.0","6.18","107","148","112","146","303","331","309"
"299",665093,"Grotz, Zac","299","100.0","0.222","0.048","0.304","0.270","0.261","0.287","0.241","14","63","89.4","2.4","1642","87.4","87.79","26","128","170","0.4","6.48","108","156","119","148","299","323","293"
"298",641851,"McGowin, Kyle","298","100.0","0.319","0.333","0.333","0.652","0.411","0.397","0.311","22","69","92.0","10.7","2562","87.3","86.86","40","134","164","-0.4","5.96","116","150","117","148","311","320","296"
"297",450172,"Vólquez, Edinson","297","100.0","0.317","0.190","0.340","0.508","0.399","0.393","0.310","20","63","90.6","12.3","1977","87.6","88.06","24","124","173","0.5","6.57","107","156","115","148","296","324","301"
"294",656186,"Altavilla, Dan","294","100.0","0.180","0.100","0.250","0.280","0.277","0.252","0.137","9","50","86.8","11.5","2570","93.0","91.19","38","148","146","-1.8","5.25","101","149","115","145","295","319","293"
"293",570488,"Valdez, Phillips","293","100.0","0.270","0.175","0.326","0.444","0.351","0.310","0.221","17","63","89.0","2.0","2339","89.1","89.90","27","124","169","0.8","6.76","106","150","115","146","295","322","297"
"292",608638,"Chargois, JT","292","100.0","0.273","0.234","0.347","0.506","0.327","0.276","0.223","21","77","89.1","6.0","2300","90.6","90.04","48","140","151","-0.6","6.04","113","155","114","145","299","318","291"
"285",607391,"Mazza, Chris","285","100.0","0.328","0.172","0.389","0.500","0.383","0.388","0.322","21","64","90.3","10.4","1992","88.7","88.78","24","136","149","0.1","6.47","113","149","114","146","292","314","294"
"285",591693,"Ramos, Edubray","285","100.0","0.311","0.311","0.311","0.623","0.413","0.338","0.241","19","61","85.7","21.8","2439","85.5","84.91","29","132","153","-0.6","5.89","109","152","117","149","298","319","294"
"285",605479,"Smith, Josh D.","285","100.0","0.224","0.122","0.306","0.347","0.322","0.297","0.175","11","49","88.1","23.9","2762","86.6","85.74","24","113","172","-0.9","5.70","109","151","115","148","285","314","293"
"282",605143,"Black, Ray","282","100.0","0.233","0.283","0.243","0.517","0.359","0.392","0.265","14","60","91.0","18.0","2688","95.2","88.67","42","135","147","-6.5","6.05","113","155","117","151","306","324","301"
"281",450212,"Neshek, Pat","281","100.0","0.303","0.237","0.286","0.539","0.347","0.344","0.287","23","76","87.8","15.6","2179","84.1","82.81","29","139","142","-1.3","5.65","108","152","117","151","300","325","294"
"278",518397,"Alexander, Scott","278","100.0","0.250","0.162","0.263","0.412","0.308","0.353","0.303","17","68","90.3","-2.1","2254","91.9","91.67","28","133","145","-0.2","5.97","113","157","120","146","294","315","297"
"278",622864,"Romero, Fernando","278","100.0","0.317","0.167","0.425","0.483","0.390","0.355","0.266","19","60","87.5","8.3","2275","94.0","92.97","36","122","156","-1.0","5.69","112","152","116","147","296","324","290"
"277",613317,"Bird, Kyle","277","100.0","0.229","0.313","0.182","0.542","0.411","0.420","0.257","11","48","89.1","14.1","2527","86.0","74.10","30","100","177","-11.9","5.86","108","155","118","149","290","315","296"
"275",502522,"Miller, Justin","275","100.0","0.276","0.259","0.262","0.534","0.367","0.346","0.250","16","58","88.9","25.9","2435","90.9","90.66","28","124","151","-0.2","6.25","111","151","114","147","300","317","296"
"274",623167,"Flexen, Chris","274","100.0","0.268","0.161","0.304","0.429","0.350","0.349","0.249","15","56","89.6","18.9","2123","91.0","90.96","23","115","159","0.0","6.13","111","150","112","146","305","325","298"
"273",607374,"Tropeano, Nick","273","100.0","0.316","0.351","0.286","0.667","0.429","0.424","0.329","18","57","90.1","21.4","2142","85.3","83.75","33","122","151","-1.6","5.29","109","149","114","147","298","317","289"
"273",572998,"Lucas, Josh","273","100.0","0.237","0.136","0.273","0.373","0.288","0.304","0.237","14","59","88.5","12.3","2357","86.9","85.36","26","122","151","-1.5","5.30","108","151","125","147","309","330","302"
"270",623430,"Dull, Ryan","270","100.0","0.410","0.410","0.476","0.820","0.516","0.412","0.297","25","61","89.5","17.9","2426","87.4","86.45","30","120","150","-0.9","5.70","109","149","122","148","295","321","298"
"270",642207,"Williams, Devin","270","100.0","0.310","0.190","0.381","0.500","0.380","0.291","0.206","18","58","85.0","12.0","2457","92.3","88.07","33","130","140","-4.2","6.97","110","153","114","150","306","321","298"
"270",491646,"Gómez, Jeanmar","270","100.0","0.359","0.203","0.389","0.563","0.403","0.354","0.300","23","64","90.4","7.1","1856","87.2","87.39","16","116","154","0.2","6.33","106","150","113","147","294","319","298"
"269",664139,"Gibaut, Ian","269","100.0","0.235","0.137","0.306","0.373","0.315","0.346","0.249","12","51","92.5","14.3","2090","91.5","92.00","31","122","147","0.5","6.45","111","154","118","147","299","325","300"
"267",592865,"Williams, Taylor","267","100.0","0.344","0.109","0.438","0.453","0.373","0.360","0.306","22","64","93.1","-1.1","2430","92.2","91.94","34","130","137","-0.3","6.02","111","157","120","150","300","318","298"
"265",456501,"Cueto, Johnny","265","100.0","0.196","0.250","0.200","0.446","0.318","0.328","0.216","11","56","86.0","6.2","2123","87.5","86.16","21","113","152","-1.3","5.39","110","151","113","147","296","322","292"
"263",595798,"Alaniz, R.J.","263","100.0","0.302","0.222","0.333","0.524","0.370","0.346","0.272","19","63","90.1","14.2","2195","89.8","88.73","27","121","142","-1.1","5.65","112","156","116","147","296","314","292"
"263",642028,"Rogers, Josh","263","100.0","0.305","0.407","0.234","0.712","0.452","0.454","0.305","18","59","92.6","22.1","2031","85.6","84.81","16","119","144","-0.8","5.80","110","154","123","146","307","325","299"
"258",641743,"Kay, Anthony","258","100.0","0.263","0.053","0.341","0.316","0.290","0.325","0.272","15","57","85.6","6.8","2256","88.9","87.91","32","133","125","-1.0","5.78","108","153","115","150","307","329","292"
"256",643511,"Rogers, Tyler","256","100.0","0.185","0.046","0.245","0.231","0.214","0.218","0.182","12","65","84.4","0.6","2000","79.2","77.67","21","127","129","-1.5","5.72","110","151","116","149","295","325","297"
"255",628333,"Despaigne, Odrisamer","255","100.0","0.407","0.271","0.420","0.678","0.471","0.434","0.364","24","59","89.0","17.1","2305","87.8","87.29","15","111","144","-0.5","5.87","105","148","109","146","298","321","302"
"251",670167,"Schreiber, John","251","100.0","0.296","0.185","0.406","0.481","0.355","0.298","0.233","16","54","86.9","14.6","2150","87.4","87.04","32","112","139","-0.4","6.39","106","147","120","148","296","328","298"
"250",429722,"Santana, Ervin","250","100.0","0.339","0.482","0.277","0.821","0.471","0.466","0.319","19","56","89.2","19.1","2124","86.3","85.55","15","115","135","-0.8","5.70","108","149","106","146","295","324","290"
"248",607473,"Bradford, Chasen","248","100.0","0.266","0.328","0.229","0.594","0.362","0.341","0.274","17","64","89.0","9.0","2430","87.6","87.21","29","126","121","-0.4","5.85","111","151","114","143","295","319","294"
"237",605441,"Ríos, Yacksel","237","100.0","0.314","0.314","0.324","0.627","0.426","0.420","0.295","16","51","87.5","8.9","2059","92.3","92.03","37","130","107","-0.3","6.10","108","149","118","147","306","326","301"
"237",596027,"Maples, Dillon","237","100.0","0.150","0.150","0.200","0.300","0.317","0.333","0.172","6","40","84.7","5.0","2992","91.6","90.96","38","86","151","-0.6","5.79","112","150","112","149","297","319","293"
"237",608716,"Steckenrider, Drew","237","100.0","0.173","0.346","0.094","0.519","0.318","0.368","0.218","9","52","89.1","23.4","2265","90.1","89.46","22","106","131","-0.6","5.97","109","160","120","149","302","324","301"
